name;suspiciousness_value;ranking
org.apache.commons.math.analysis$UnivariateRealSolverUtils#bracket(org.apache.commons.math.analysis.UnivariateRealFunction,double,double,double,int):179;0.7071067811865475;1
org.apache.commons.math.distribution$FDistributionImpl#getDomainLowerBound(double):119;0.5773502691896258;2
org.apache.commons.math.distribution$FDistributionImpl#getDomainUpperBound(double):132;0.5773502691896258;2
org.apache.commons.math.distribution$FDistributionImpl#getInitialDomain(double):145;0.5773502691896258;2
org.apache.commons.math.distribution$FDistributionImpl#getInitialDomain(double):147;0.5773502691896258;2
org.apache.commons.math.distribution$FDistributionImpl#getInitialDomain(double):148;0.5773502691896258;2
org.apache.commons.math.distribution$FDistributionImpl#inverseCumulativeProbability(double):106;0.5;3
org.apache.commons.math.distribution$FDistributionImpl#inverseCumulativeProbability(double):100;0.4472135954999579;4
org.apache.commons.math.distribution$FDistributionImpl#inverseCumulativeProbability(double):103;0.4472135954999579;4
org.apache.commons.math.distribution$FDistributionImpl#cumulativeProbability(double):75;0.35355339059327373;5
org.apache.commons.math.distribution$FDistributionImpl#cumulativeProbability(double):76;0.35355339059327373;5
org.apache.commons.math.distribution$FDistributionImpl#cumulativeProbability(double):78;0.35355339059327373;5
org.apache.commons.math.distribution$FDistributionImpl#cumulativeProbability(double):72;0.3333333333333333;6
org.apache.commons.math.distribution$FDistributionImpl#cumulativeProbability(double):82;0.3333333333333333;6
org.apache.commons.math.distribution$FDistributionImpl#getNumeratorDegreesOfFreedom():170;0.3333333333333333;6
org.apache.commons.math.distribution$FDistributionImpl#getDenominatorDegreesOfFreedom():192;0.3333333333333333;6
org.apache.commons.math.distribution$FDistributionImpl#FDistributionImpl(double,double):50;0.2886751345948129;7
org.apache.commons.math.distribution$FDistributionImpl#FDistributionImpl(double,double):51;0.2886751345948129;7
org.apache.commons.math.distribution$FDistributionImpl#FDistributionImpl(double,double):52;0.2886751345948129;7
org.apache.commons.math.distribution$FDistributionImpl#FDistributionImpl(double,double):53;0.2886751345948129;7
org.apache.commons.math.distribution$FDistributionImpl#setNumeratorDegreesOfFreedom(double):158;0.2886751345948129;7
org.apache.commons.math.distribution$FDistributionImpl#setNumeratorDegreesOfFreedom(double):162;0.2886751345948129;7
org.apache.commons.math.distribution$FDistributionImpl#setNumeratorDegreesOfFreedom(double):163;0.2886751345948129;7
org.apache.commons.math.distribution$FDistributionImpl#setDenominatorDegreesOfFreedom(double):180;0.2886751345948129;7
org.apache.commons.math.distribution$FDistributionImpl#setDenominatorDegreesOfFreedom(double):184;0.2886751345948129;7
org.apache.commons.math.distribution$FDistributionImpl#setDenominatorDegreesOfFreedom(double):185;0.2886751345948129;7
org.apache.commons.math.distribution$AbstractContinuousDistribution#inverseCumulativeProbability(double):67;0.2581988897471611;8
org.apache.commons.math.distribution$AbstractContinuousDistribution#inverseCumulativeProbability(double):80;0.2581988897471611;8
org.apache.commons.math.distribution$AbstractContinuousDistribution#inverseCumulativeProbability(double):81;0.2581988897471611;8
org.apache.commons.math.distribution$AbstractContinuousDistribution#inverseCumulativeProbability(double):82;0.2581988897471611;8
org.apache.commons.math.distribution$AbstractContinuousDistribution#inverseCumulativeProbability(double):84;0.2581988897471611;8
org.apache.commons.math.analysis$UnivariateRealSolverUtils#bracket(org.apache.commons.math.analysis.UnivariateRealFunction,double,double,double):128;0.23570226039551587;9
org.apache.commons.math.analysis$UnivariateRealSolverUtils#bracket(org.apache.commons.math.analysis.UnivariateRealFunction,double,double,double,int):171;0.23570226039551587;9
org.apache.commons.math.analysis$UnivariateRealSolverUtils#bracket(org.apache.commons.math.analysis.UnivariateRealFunction,double,double,double,int):174;0.23570226039551587;9
org.apache.commons.math.analysis$UnivariateRealSolverUtils#bracket(org.apache.commons.math.analysis.UnivariateRealFunction,double,double,double,int):178;0.23570226039551587;9
org.apache.commons.math.distribution$AbstractContinuousDistribution#inverseCumulativeProbability(double):61;0.22360679774997896;10
org.apache.commons.math.special$Beta$1#getB(int,double):141;0.1643989873053573;11
org.apache.commons.math.special$Beta$1#getB(int,double):142;0.1643989873053573;11
